userName,content,score,at,thumbsUpCount
A Google user,Good product to invest. Getting good returns,5,2020-01-10 07:22:03,0
A Google user,I got the loan in just 7 days,5,2020-01-10 06:37:08,0
A Google user,Hassle free loan processing,5,2020-01-10 06:36:06,0
A Google user,First time i am use this app Then Check and regular use,5,2020-01-09 11:37:13,0
A Google user,Gud app,5,2020-01-09 04:31:50,0
A Google user,I was able to Open a Salon and support my Kids! Thanks Faircent!,5,2020-01-08 11:09:06,0
A Google user,Good Customer Service,5,2020-01-08 11:08:12,0
A Google user,Thanks Faircent,5,2020-01-08 11:07:52,0
A Google user,Loan Approved in less than 6 days!,5,2020-01-08 10:25:21,0
A Google user,Great app! Thanks Faircent!,5,2020-01-08 10:24:47,0
A Google user,Great app if you are looking to Earn Awesome Returns!!,5,2020-01-08 10:08:46,0
A Google user,The staff is supportive and understanding!,5,2020-01-08 10:08:08,0
A Google user,"Kya aap sure kr skte hai..ki registration fees 500 lene ki baad loan approve hoga, Mujhe aaj hi call aaya hai coustomer care ka...sir aap documents submit kr dijiye aapka loan already approved hai...abhi tk maine koi fees pay nhi ki hai... Maine unse ye bhi confirm kiya ki kya aap CIBIL check nhi krege kya...wo bolte hai sir aapka sub kuch ok hai... Ab mai aapse yeh puchna chahta hu ki mera already loan chl rha bank se..to aap mujhe 5 laks ka loan de rhe ho...y kse possible ho skta hai.plz help!",1,2020-01-07 16:45:26,0
A Google user,"Chitting company ,First rejected my loan and they are called your loan approved first register fee 500rs paid amount after your application forward to account section.",1,2020-01-07 16:30:23,1
A Google user,As swift as it could have got! Thanks for approving my loan is less than a Week!,5,2020-01-07 08:50:23,1
A Google user,Great app to Invest your Money in!,5,2020-01-07 08:42:33,0
A Google user,Make you money easily and wisely. Faircent app is veru useful and data is transparent,5,2020-01-07 08:42:27,5
A Google user,thanks for transferring the money in a week.. fast loan approval ..Keep it up,5,2020-01-07 08:34:26,1
A Google user,Nice app,4,2020-01-06 14:48:36,0
A Google user,After paid processing fee of 50rs and took 5 days time then finally got rejected.not recommended,1,2020-01-06 09:42:57,1
A Google user,Very good Easy to navigate,4,2020-01-06 07:36:03,2
A Google user,Bastards charge 500 in name of regostration,1,2020-01-06 05:05:28,1
A Google user,"This looking for app froud,but my cibil score was good,so please refund my 500/-rs. Your service is not legal!",1,2020-01-05 18:56:14,0
A Google user,es app mai 500 rs registration kai le kar bad mai not approval yah galat app hai yah ek galat app hai 500 rs registration lekar not approval,1,2020-01-03 16:44:30,0
A Google user,"Not really a good platform for investment. Money is not safe. Also faircent's employees and company is failed to recover money which is pending,its 6,500 thousand,.and i never got the response also for pending amount. Every month my pending amount is increasing. M planning to recover entire principal amount than i will close this account for forever.",1,2020-01-02 18:41:58,2
A Google user,Bkwas app hai ye 500 le liye mujse loan b nahi kr rahe phle bolte 100% ho jayega baad me call tak pik nahi krte koi b is app se paise na de plz refund b nahi kr rahe bekaar app hai sbse bkwas hai,1,2020-01-02 05:01:52,1
A Google user,Excellent,5,2020-01-01 11:17:45,0
A Google user,I have apply for loan but they say pan card is already exist in our data base what can i do,1,2019-12-31 15:09:48,2
A Google user,They are taking registration fee. it's fake app why customers want pay registration fee and this registration fee is nonrefundable fee.,1,2019-12-31 08:59:03,14
A Google user,420.loan app,1,2019-12-29 12:27:22,1
A Google user,Way of earning money. Don't give them a single penny. Others companies also offering loans but they don't ask for money in advance. Every company need to check customer profile and give them loan without any advance charges. So don't take loan from it.,1,2019-12-29 10:18:22,11
A Google user,Worst app.... Not responding any time... After taking registration fee not taking calls or not replied on WhatsApp,1,2019-12-29 06:10:58,1
A Google user,Bad app,1,2019-12-28 21:11:25,1
A Google user,Very good 👍👌 app,1,2019-12-28 21:11:17,0
A Google user,Very best and fast lone,5,2019-12-28 19:16:24,0
A Google user,Not good,1,2019-12-28 17:50:39,0
A Google user,It's taking registration fee and loan is being rejected.,1,2019-12-28 17:46:34,0
A Google user,This app is a fraudulent app and if any pay 500 registration charges you will lose that money.Totally this app is fraud.They are taking 500 rs from everyone no loan will disburse to anyone.,1,2019-12-28 03:06:05,1
A Google user,seems easy and straight forward,4,2019-12-27 02:05:29,0
A Google user,Bohut ghatiya app hai,1,2019-12-26 15:55:21,0
A Google user,After reading all reviews it seems...first of all u collect documents from customer that is a good data collecting strategy i must say...after all documents received u guys ask for 500rs..i mean customer will pay you 2000 i instead of 500rs first of get sure that loan is approved...dont collect the money first which is non refundable guys...its a kind of fraud...i know ua reply already...this and that is our company n all we have provided this much of loan...if u have provided then show us proof,1,2019-12-26 08:30:50,0
A Google user,Worst app guy dont pay to this app they are cheters ..atfer i pay they ask document which i submit and you its a week i submit all document who cont me on wtsapp he is not replying even .just collectingbmoney on the name of ragistration dont pay ...,1,2019-12-24 15:25:36,0
A Google user,Very bad.. U need a regustration fee?? Once i pay that and if i dont get a loan from u then what happens to my 500rs fee?? Lol. Good way to earn for u..,1,2019-12-24 11:19:47,0
A Google user,Very good loan process but interest rate is 24% very high,5,2019-12-23 17:40:09,8
A Google user,It crash all the time..on samsung galaxy a9 pro. I thought the issue will be fixing soon. But its allmost a year and nothing changed,3,2019-12-21 20:06:19,2
A Google user,Or bhi Kam star hote tho wahi deta,1,2019-12-20 08:06:58,0
A Google user,Very good & helpful apps regarding personal loan,5,2019-12-20 07:34:36,2
A Google user,It's very good and genuine,5,2019-12-19 18:54:57,0
A Google user,PAN is already registered.... how to check my eligibility???,1,2019-12-19 12:26:36,0
A Google user,I'm not buy for any loan but the amount is transferred to your account you buy monthly due date is display the app.how is possible,1,2019-12-19 02:23:00,3
A Google user,For everything I have to call and get things updated in my app. I am very sceptical now about the authenticity of your technology.,1,2019-12-18 13:14:53,2
A Google user,Registered through the app and got status on the same. Good app,5,2019-12-18 10:33:25,0
A Google user,paid 500 but got loan,5,2019-12-18 10:32:26,0
A Google user,Thanks Faircent,5,2019-12-18 10:30:31,0
A Google user,7 days but got loan,5,2019-12-18 10:29:19,0
A Google user,Best app in playstore for earn real money,5,2019-12-18 08:21:39,0
A Google user,I am giving 5 star for helping me to earn money,5,2019-12-18 08:17:33,0
A Google user,mujhey toh loan mill gaya. 5 days lagge,5,2019-12-18 08:09:55,0
A Google user,Its good app helps to get loans in easy sptes,4,2019-12-17 17:41:48,0
A Google user,high speed loan process simply conditions my loan approved and disbursement 7 days thnxx faircent team,5,2019-12-17 14:45:58,0
A Google user,Got loan,5,2019-12-17 14:00:32,0
A Google user,the person who spoke to me was very good. helped me a lot. Thanks,5,2019-12-17 13:59:04,0
A Google user,Ok.... Need improvement and simplification. More self descriptive also required in the form of pdf or videos,3,2019-12-17 13:49:48,1
A Google user,thanks faircent,5,2019-12-17 13:45:40,0
A Google user,decent returns,5,2019-12-16 16:39:43,0
A Google user,app registered. docs emailed. got loan,5,2019-12-16 16:25:08,0
A Google user,quick loan got,5,2019-12-16 14:29:31,0
A Google user,thanks faircent,5,2019-12-16 13:55:16,0
A Google user,I had good experience with Faircent,5,2019-12-16 03:01:57,0
A Google user,I will not pay any single amount before disbursement of loan,1,2019-12-15 12:49:59,0
A Google user,Good app and easy procedure,5,2019-12-15 08:58:08,0
A Google user,I have never ever taken any loan in faircent but today i receieved mail stating that i loan of 1500 is pending. Could you please tell me when did i take a loan from faircent. How come you are sending such mail when i didnt even use the application.,1,2019-12-15 00:38:56,0
A Google user,"I'm trying to install But, when i saw the comments I'm little stuck. And, now i rejected Faircent app Somebody told me Faircent don't have any meaning word",1,2019-12-14 21:23:31,0
A Google user,got loan fast,5,2019-12-14 14:59:59,0
A Google user,Got loan,5,2019-12-14 12:50:09,0
A Google user,good recovery,5,2019-12-14 12:49:43,0
A Google user,Got loan. Thanks,5,2019-12-14 12:48:52,0
A Google user,Easy to navigate,5,2019-12-14 11:10:54,0
A Google user,"It's nothing but just a scam. They promote 9.99% interest rate personal loan on their website with some criteria. After charging 500 even though you meet all the requirements, they will quote very high interest rate. It's better to go for better companies.",1,2019-12-14 06:48:24,7
A Google user,first time login but still asking already login ..there are not comfortable app,1,2019-12-14 03:51:21,0
A Google user,Worst app,1,2019-12-14 03:10:10,0
A Google user,Very nice,5,2019-12-13 15:16:01,0
A Google user,It's a chit company executive call me told you're eligible for loan just submit current address proof & Pay registration fee Rs 500/-. After paid they told application rejected because I'm not eligible. Total fake company.,1,2019-12-13 13:02:36,0
A Google user,Ford company ha....,1,2019-12-13 08:16:30,0
A Google user,My birth month is June 1964 & your calander is starting from Dec.1964.then how can I fill my application.,3,2019-12-13 07:45:09,0
